Country|SourceCustomerType|SourceCustomerName|SourceCustomerCode|SourceCustomerIsDirect|SourceCustomerDiageoSAPCode|WarehouseName|WarehouseCode|OutletCode|OutletDiageoEdgeCode|OutletName|OutletAddress|City|Region|LocalSegment1|LocalSegment2|LocalSegment3|LocalSegment4|OutletChannel|OutletStatus|ProductCode|ProductDiageoSAPCode|ProductName|ProductVolume|PackagingConfiguration|PackType|Date|Stock Type|StockQuantity|UnitOfMeasure|VolumeBottle|VolumeActualCase|VolumeLitre|VolumeEquivalentUnits|TotalAmount|CurrencyCode
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|722937|""|O'DARBY IRISH CREAM 1140|""|""|""|2026-02-28|OnHand|51|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|722937|""|O'DARBY IRISH CREAM 1140|""|""|""|2026-02-28|OnOrder|65|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|722938|""|BAILEYS ORIGINAL IRISH CREAM 1140|""|""|""|2026-02-28|OnHand|6547|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|722938|""|BAILEYS ORIGINAL IRISH CREAM 1140|""|""|""|2026-02-28|OnOrder|1600|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|730907|""|DON JULIO ANEJO 750|""|""|""|2026-02-28|OnHand|454|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|730907|""|DON JULIO ANEJO 750|""|""|""|2026-02-28|OnOrder|192|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|730908|""|DON JULIO BLANCO 375|""|""|""|2026-02-28|OnHand|203|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|730909|""|DON JULIO BLANCO 750|""|""|""|2026-02-28|OnHand|960|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|730909|""|DON JULIO BLANCO 750|""|""|""|2026-02-28|OnOrder|1638|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|730910|""|DON JULIO REPOSADO 750|""|""|""|2026-02-28|OnHand|468|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|730910|""|DON JULIO REPOSADO 750|""|""|""|2026-02-28|OnOrder|1001|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|732058|""|DON JULIO 1942 750|""|""|""|2026-02-28|OnHand|653|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|732447|""|DON JULIO REPOSADO 375|""|""|""|2026-02-28|OnHand|198|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|734590|""|BULLEIT BOURBON FRONTIER WHISKEY 750|""|""|""|2026-02-28|OnHand|530|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|734590|""|BULLEIT BOURBON FRONTIER WHISKEY 750|""|""|""|2026-02-28|OnOrder|200|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|736206|""|CAPTAIN MORGAN 100 SPICED RUM 750|""|""|""|2026-02-28|OnHand|132|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|738103|""|ZACAPA 23 750|""|""|""|2026-02-28|OnHand|50|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|738103|""|ZACAPA 23 750|""|""|""|2026-02-28|OnOrder|330|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|739442|""|SMIRNOFF PET 1140|""|""|""|2026-02-28|OnHand|969|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|739442|""|SMIRNOFF PET 1140|""|""|""|2026-02-28|OnOrder|800|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|741723|""|CROWN ROYAL BLACK 750|""|""|""|2026-02-28|OnHand|124|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|743421|""|TANQUERAY LONDON DRY GIN 1140|""|""|""|2026-02-28|OnHand|982|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|743421|""|TANQUERAY LONDON DRY GIN 1140|""|""|""|2026-02-28|OnOrder|640|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|743714|""|JOHNNIE WALKER RED LABEL 1140|""|""|""|2026-02-28|OnHand|1213|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|743715|""|JOHNNIE WALKER BLACK LABEL 1140|""|""|""|2026-02-28|OnHand|400|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|743715|""|JOHNNIE WALKER BLACK LABEL 1140|""|""|""|2026-02-28|OnOrder|200|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|743716|""|J & B RARE 1140|""|""|""|2026-02-28|OnHand|573|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|743716|""|J & B RARE 1140|""|""|""|2026-02-28|OnOrder|72|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|744424|""|JOHNNIE WALKER RED LABEL 200|""|""|""|2026-02-28|OnHand|149|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|745024|""|CAPTAIN MORGAN DARK RUM 1140|""|""|""|2026-02-28|OnHand|172|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|745025|""|CAPTAIN MORGAN GOLD 1140|""|""|""|2026-02-28|OnHand|99|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|745026|""|CAPTAIN MORGAN SPICED 1140|""|""|""|2026-02-28|OnHand|4899|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|745027|""|CAPTAIN MORGAN WHITE 1140|""|""|""|2026-02-28|OnHand|954|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|745027|""|CAPTAIN MORGAN WHITE 1140|""|""|""|2026-02-28|OnOrder|60|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|745028|""|CROWN ROYAL 1140|""|""|""|2026-02-28|OnHand|1588|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|745029|""|GORDON'S LONDON DRY 1140|""|""|""|2026-02-28|OnHand|627|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|745034|""|SMIRNOFF VODKA 1140|""|""|""|2026-02-28|OnHand|5309|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|745034|""|SMIRNOFF VODKA 1140|""|""|""|2026-02-28|OnOrder|180|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|745449|""|HARP LAGER (4X500ML) 2000|""|""|""|2026-02-28|OnHand|1598|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|745449|""|HARP LAGER (4X500ML) 2000|""|""|""|2026-02-28|OnOrder|3200|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|745654|""|JOHNNIE WALKER BLUE LABEL 750|""|""|""|2026-02-28|OnHand|149|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|745654|""|JOHNNIE WALKER BLUE LABEL 750|""|""|""|2026-02-28|OnOrder|384|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|746673|""|CROWN ROYAL GIFT BOX 1140|""|""|""|2026-02-28|OnHand|218|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|747139|""|GUINNESS DRAUGHT 500ML CAN 500|""|""|""|2026-02-28|OnHand|1611|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|747139|""|GUINNESS DRAUGHT 500ML CAN 500|""|""|""|2026-02-28|OnOrder|1120|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|747516|""|KETEL ONE VODKA 1750|""|""|""|2026-02-28|OnHand|260|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|747516|""|KETEL ONE VODKA 1750|""|""|""|2026-02-28|OnOrder|120|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|748845|""|JOHNNIE WALKER BLUE 1L 1000|""|""|""|2026-02-28|OnHand|519|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|749026|""|JOHNNIE WALKER DOUBLE BLACK1L 1000|""|""|""|2026-02-28|OnHand|1131|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|749049|""|JOHNNIE WALKER GOLD LABEL RESERVE 750|""|""|""|2026-02-28|OnHand|544|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|749049|""|JOHNNIE WALKER GOLD LABEL RESERVE 750|""|""|""|2026-02-28|OnOrder|720|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|749050|""|JOHNNIE WALKER PLATINUM LABEL 18 YEAR OL 750|""|""|""|2026-02-28|OnHand|3|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|749050|""|JOHNNIE WALKER PLATINUM LABEL 18 YEAR OL 750|""|""|""|2026-02-28|OnOrder|146|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|749766|""|CAPTAIN MORGAN WHITE SPICED 750|""|""|""|2026-02-28|OnHand|167|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|750384|""|RON ZACAPA CENTENARIO 23 YEAR 1L 1000|""|""|""|2026-02-28|OnHand|121|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|750386|""|DF ZACAPA CENTENARIO XO 750ML 750|""|""|""|2026-02-28|OnHand|169|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|751673|""|CAPTAIN MORGAN SPICED 50|""|""|""|2026-02-28|OnHand|253|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|751675|""|SMIRNOFF 50|""|""|""|2026-02-28|OnHand|634|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|754683|""|SMITHWICKS ALE (4X500ML) 2000|""|""|""|2026-02-28|OnHand|1571|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|754683|""|SMITHWICKS ALE (4X500ML) 2000|""|""|""|2026-02-28|OnOrder|1600|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|755713|""|SMITHWICKS KEG 50000|""|""|""|2026-02-28|OnHand|51|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|755713|""|SMITHWICKS KEG 50000|""|""|""|2026-02-28|OnOrder|112|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|755966|""|SMIRNOFF ICE 4PK 1320|""|""|""|2026-02-28|OnHand|3721|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|755966|""|SMIRNOFF ICE 4PK 1320|""|""|""|2026-02-28|OnOrder|300|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|755970|""|SMIRNOFF ICE 24 PK 7920|""|""|""|2026-02-28|OnHand|4393|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|755970|""|SMIRNOFF ICE 24 PK 7920|""|""|""|2026-02-28|OnOrder|720|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|755974|""|SMIRNOFF ICE IL PET 1000|""|""|""|2026-02-28|OnHand|1940|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|755974|""|SMIRNOFF ICE IL PET 1000|""|""|""|2026-02-28|OnOrder|220|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|757164|""|CAPTAIN MORGAN SPICED PET 750|""|""|""|2026-02-28|OnHand|939|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|757164|""|CAPTAIN MORGAN SPICED PET 750|""|""|""|2026-02-28|OnOrder|600|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|757718|""|KETEL ONE VODKA 375|""|""|""|2026-02-28|OnHand|61|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|757797|""|CIROC RED BERRY 750|""|""|""|2026-02-28|OnHand|60|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|757797|""|CIROC RED BERRY 750|""|""|""|2026-02-28|OnOrder|360|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|757798|""|CIROC PEACH 750|""|""|""|2026-02-28|OnHand|225|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|757798|""|CIROC PEACH 750|""|""|""|2026-02-28|OnOrder|480|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|760609|""|TANQUERAY RANGPUR 750|""|""|""|2026-02-28|OnHand|148|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|760609|""|TANQUERAY RANGPUR 750|""|""|""|2026-02-28|OnOrder|120|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|761931|""|KETEL ONE VODKA 1140|""|""|""|2026-02-28|OnHand|368|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|761931|""|KETEL ONE VODKA 1140|""|""|""|2026-02-28|OnOrder|200|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|761963|""|TALISKER STORM 750|""|""|""|2026-02-28|OnHand|119|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|762782|""|CIROC COCONUT 1000|""|""|""|2026-02-28|OnHand|242|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|763124|""|CIROC 1000|""|""|""|2026-02-28|OnHand|70|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|763176|""|SMIRNOFF LIME 750|""|""|""|2026-02-28|OnHand|61|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|763177|""|SMIRNOFF ORANGE 750|""|""|""|2026-02-28|OnHand|122|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|763178|""|SMIRNOFF VANILLA 750|""|""|""|2026-02-28|OnHand|443|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|763178|""|SMIRNOFF VANILLA 750|""|""|""|2026-02-28|OnOrder|120|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|763180|""|SMIRNOFF RASPBERRY 750|""|""|""|2026-02-28|OnHand|995|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|763180|""|SMIRNOFF RASPBERRY 750|""|""|""|2026-02-28|OnOrder|300|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|763182|""|SMIRNOFF BLUEBERRY 750|""|""|""|2026-02-28|OnHand|274|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|763182|""|SMIRNOFF BLUEBERRY 750|""|""|""|2026-02-28|OnOrder|60|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|763184|""|SMIRNOFF GREEN APPLE 750|""|""|""|2026-02-28|OnHand|113|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|765044|""|CAPTAIN MORGAN WHITE SPICED 1140|""|""|""|2026-02-28|OnHand|87|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|765650|""|CASAMIGOS REPOSADO 750|""|""|""|2026-02-28|OnHand|1215|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|765650|""|CASAMIGOS REPOSADO 750|""|""|""|2026-02-28|OnOrder|4200|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|765750|""|CASAMIGOS BLANCO 750|""|""|""|2026-02-28|OnHand|2820|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|765750|""|CASAMIGOS BLANCO 750|""|""|""|2026-02-28|OnOrder|4410|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|765908|""|CROWN ROYAL 300|""|""|""|2026-02-28|OnOrder|924|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|765909|""|CROWN ROYAL PET 200|""|""|""|2026-02-28|OnHand|463|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|765909|""|CROWN ROYAL PET 200|""|""|""|2026-02-28|OnOrder|126|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|765913|""|ROYAL LOCHNAGAR 12YR 700|""|""|""|2026-02-28|OnHand|32|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|765957|""|JOHNNIE WALKER PLATINUM 1000|""|""|""|2026-02-28|OnHand|27|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|765958|""|JOHNNIE WALKER GOLD RESERVE 1000|""|""|""|2026-02-28|OnHand|330|""|""|""|""|""||CAD
CA-AB|State Monopoly|Alberta|""|""|0010017645|Alberta Warehouse Total|Alberta Warehouse Total|""|""|""|""|""|""|""|""|""|""|""|""|765959|""|TALISKER DARK STORM 1000|""|""|""|2026-02-28|OnHand|42|""|""|""|""|""||CAD
